Time Period,Therapy Area,Geography Location,Hospital Type,Hospital Name,Manufacturer,Product Name,Patient Age,Patient Gender,Claims volume,Patient Count,HCP Count
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 12,Abbott,TactiFlex,0 - 18 years,Female,105,87,10
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 13,Abbott,TactiFlex,0 - 18 years,Female,116,85,18
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 14,Abbott,TactiFlex,0 - 18 years,Female,118,90,10
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 15,Abbott,TactiFlex,0 - 18 years,Female,110,80,14
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 16,Abbott,TactiFlex,0 - 18 years,Female,105,84,12
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 1,Biosense,Thermocool,0 - 18 years,Female,1317,860,468
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 2,Biosense,Thermocool,0 - 18 years,Female,1344,867,416
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 3,Biosense,Thermocool,0 - 18 years,Female,1002,852,456
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 4,Biosense,Thermocool,0 - 18 years,Female,1130,802,428
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 5,Biosense,Thermocool,0 - 18 years,Female,1053,873,513
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 6,Biosense,Thermocool,0 - 18 years,Female,1221,872,464
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 7,Biosense,Thermocool,0 - 18 years,Female,1077,856,414
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 8,Biosense,Thermocool,0 - 18 years,Female,1025,888,461
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 9,Biosense,Thermocool,0 - 18 years,Female,1335,799,493
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 10,Biosense,Thermocool,0 - 18 years,Female,1178,797,434
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 11,Biosense,Thermocool,0 - 18 years,Female,1348,890,406
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 12,Biosense,Thermocool,0 - 18 years,Female,1305,890,506
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 13,Biosense,Thermocool,0 - 18 years,Female,1207,876,485
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 14,Biosense,Thermocool,0 - 18 years,Female,1165,854,487
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 15,Biosense,Thermocool,0 - 18 years,Female,1150,800,501
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 16,Biosense,Thermocool,0 - 18 years,Female,1363,886,415
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 1,Biosense,Navistar,0 - 18 years,Female,195,101,113
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 2,Biosense,Navistar,0 - 18 years,Female,180,107,103
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 3,Biosense,Navistar,0 - 18 years,Female,185,111,108
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 4,Biosense,Navistar,0 - 18 years,Female,190,100,113
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 5,Biosense,Navistar,0 - 18 years,Female,201,110,102
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 6,Biosense,Navistar,0 - 18 years,Female,217,103,117
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 7,Biosense,Navistar,0 - 18 years,Female,202,103,117
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 8,Biosense,Navistar,0 - 18 years,Female,187,107,108
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 9,Biosense,Navistar,0 - 18 years,Female,198,114,118
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 10,Biosense,Navistar,0 - 18 years,Female,197,100,113
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 11,Biosense,Navistar,0 - 18 years,Female,180,120,104
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 12,Biosense,Navistar,0 - 18 years,Female,217,107,102
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 13,Biosense,Navistar,0 - 18 years,Female,210,102,117
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 14,Biosense,Navistar,0 - 18 years,Female,190,112,106
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 15,Biosense,Navistar,0 - 18 years,Female,203,118,116
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 16,Biosense,Navistar,0 - 18 years,Female,187,116,110
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 1,BSC,Blazer Prime,0 - 18 years,Female,107,88,20
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 2,BSC,Blazer Prime,0 - 18 years,Female,112,89,12
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 3,BSC,Blazer Prime,0 - 18 years,Female,111,84,15
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 4,BSC,Blazer Prime,0 - 18 years,Female,110,83,13
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 5,BSC,Blazer Prime,0 - 18 years,Female,112,82,17
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 6,BSC,Blazer Prime,0 - 18 years,Female,104,88,20
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 7,BSC,Blazer Prime,0 - 18 years,Female,110,83,19
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 8,BSC,Blazer Prime,0 - 18 years,Female,111,85,11
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 9,BSC,Blazer Prime,0 - 18 years,Female,112,82,13
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 10,BSC,Blazer Prime,0 - 18 years,Female,105,85,17
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 11,BSC,Blazer Prime,0 - 18 years,Female,100,84,14
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 12,BSC,Blazer Prime,0 - 18 years,Female,107,82,17
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 13,BSC,Blazer Prime,0 - 18 years,Female,113,87,18
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 14,BSC,Blazer Prime,0 - 18 years,Female,103,80,12
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 15,BSC,Blazer Prime,0 - 18 years,Female,111,83,10
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 16,BSC,Blazer Prime,0 - 18 years,Female,107,89,17
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 1,BSC,Intellanav,0 - 18 years,Female,417,183,103
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 2,BSC,Intellanav,0 - 18 years,Female,368,153,108
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 3,BSC,Intellanav,0 - 18 years,Female,386,167,117
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 4,BSC,Intellanav,0 - 18 years,Female,332,142,136
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 5,BSC,Intellanav,0 - 18 years,Female,298,120,100
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 6,BSC,Intellanav,0 - 18 years,Female,392,185,124
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 7,BSC,Intellanav,0 - 18 years,Female,347,167,100
Jun-23,Cardiac Ablation,North,Hospital Category 1,Hospital 8,BSC,Intellanav,0 - 18 years,Female,415,144,123
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 9,BSC,Intellanav,0 - 18 years,Female,351,170,104
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 10,BSC,Intellanav,0 - 18 years,Female,349,128,139
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 11,BSC,Intellanav,0 - 18 years,Female,373,175,118
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 12,BSC,Intellanav,0 - 18 years,Female,407,177,106
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 13,BSC,Intellanav,0 - 18 years,Female,399,136,102
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 14,BSC,Intellanav,0 - 18 years,Female,400,156,123
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 15,BSC,Intellanav,0 - 18 years,Female,318,121,120
Jun-23,Cardiac Ablation,North,Hospital Category 2,Hospital 16,BSC,Intellanav,0 - 18 years,Female,416,173,101
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 1,Abbott,TactiCath,0 - 18 years,Female,538,572,218
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 2,Abbott,TactiCath,0 - 18 years,Female,597,468,206
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 3,Abbott,TactiCath,0 - 18 years,Female,585,491,185
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 4,Abbott,TactiCath,0 - 18 years,Female,580,486,194
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 5,Abbott,TactiCath,0 - 18 years,Female,589,494,162
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 6,Abbott,TactiCath,0 - 18 years,Female,651,535,243
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 7,Abbott,TactiCath,0 - 18 years,Female,546,574,193
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 8,Abbott,TactiCath,0 - 18 years,Female,633,502,219
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 9,Abbott,TactiCath,0 - 18 years,Female,656,457,218
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 10,Abbott,TactiCath,0 - 18 years,Female,729,475,196
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 11,Abbott,TactiCath,0 - 18 years,Female,548,564,237
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 12,Abbott,TactiCath,0 - 18 years,Female,627,480,196
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 13,Abbott,TactiCath,0 - 18 years,Female,587,552,264
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 14,Abbott,TactiCath,0 - 18 years,Female,583,544,224
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 15,Abbott,TactiCath,0 - 18 years,Female,620,532,254
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 16,Abbott,TactiCath,0 - 18 years,Female,605,532,193
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 1,Abbott,TactiFlex,0 - 18 years,Female,112,90,12
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 2,Abbott,TactiFlex,0 - 18 years,Female,117,90,14
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 3,Abbott,TactiFlex,0 - 18 years,Female,116,88,13
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 4,Abbott,TactiFlex,0 - 18 years,Female,121,92,18
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 5,Abbott,TactiFlex,0 - 18 years,Female,121,84,13
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 6,Abbott,TactiFlex,0 - 18 years,Female,118,87,20
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 7,Abbott,TactiFlex,0 - 18 years,Female,117,86,19
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 8,Abbott,TactiFlex,0 - 18 years,Female,128,88,21
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 9,Abbott,TactiFlex,0 - 18 years,Female,112,87,19
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 10,Abbott,TactiFlex,0 - 18 years,Female,130,84,21
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 11,Abbott,TactiFlex,0 - 18 years,Female,121,92,11
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 12,Abbott,TactiFlex,0 - 18 years,Female,114,92,11
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 13,Abbott,TactiFlex,0 - 18 years,Female,126,90,20
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 14,Abbott,TactiFlex,0 - 18 years,Female,128,95,11
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 15,Abbott,TactiFlex,0 - 18 years,Female,119,84,15
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 16,Abbott,TactiFlex,0 - 18 years,Female,114,89,13
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 1,Biosense,Thermocool,0 - 18 years,Female,1434,910,504
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 2,Biosense,Thermocool,0 - 18 years,Female,1463,917,449
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 3,Biosense,Thermocool,0 - 18 years,Female,1090,901,492
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 4,Biosense,Thermocool,0 - 18 years,Female,1230,849,462
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 5,Biosense,Thermocool,0 - 18 years,Female,1145,923,553
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 6,Biosense,Thermocool,0 - 18 years,Female,1329,922,500
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 7,Biosense,Thermocool,0 - 18 years,Female,1172,906,447
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 8,Biosense,Thermocool,0 - 18 years,Female,1115,939,497
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 9,Biosense,Thermocool,0 - 18 years,Female,1453,846,531
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 10,Biosense,Thermocool,0 - 18 years,Female,1282,844,468
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 11,Biosense,Thermocool,0 - 18 years,Female,1467,941,438
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 12,Biosense,Thermocool,0 - 18 years,Female,1420,941,545
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 13,Biosense,Thermocool,0 - 18 years,Female,1314,927,523
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 14,Biosense,Thermocool,0 - 18 years,Female,1267,903,525
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 15,Biosense,Thermocool,0 - 18 years,Female,1251,847,540
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 16,Biosense,Thermocool,0 - 18 years,Female,1483,937,448
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 1,Biosense,Navistar,0 - 18 years,Female,212,107,121
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 2,Biosense,Navistar,0 - 18 years,Female,196,113,111
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 3,Biosense,Navistar,0 - 18 years,Female,201,117,116
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 4,Biosense,Navistar,0 - 18 years,Female,207,105,121
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 5,Biosense,Navistar,0 - 18 years,Female,219,116,110
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 6,Biosense,Navistar,0 - 18 years,Female,236,109,126
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 7,Biosense,Navistar,0 - 18 years,Female,220,109,126
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 8,Biosense,Navistar,0 - 18 years,Female,204,113,116
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 9,Biosense,Navistar,0 - 18 years,Female,215,120,127
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 10,Biosense,Navistar,0 - 18 years,Female,214,105,121
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 11,Biosense,Navistar,0 - 18 years,Female,196,126,112
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 12,Biosense,Navistar,0 - 18 years,Female,236,113,110
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 13,Biosense,Navistar,0 - 18 years,Female,228,108,126
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 14,Biosense,Navistar,0 - 18 years,Female,207,118,114
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 15,Biosense,Navistar,0 - 18 years,Female,221,124,125
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 16,Biosense,Navistar,0 - 18 years,Female,204,122,118
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 1,BSC,Blazer Prime,0 - 18 years,Female,116,93,22
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 2,BSC,Blazer Prime,0 - 18 years,Female,121,94,13
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 3,BSC,Blazer Prime,0 - 18 years,Female,120,89,17
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 4,BSC,Blazer Prime,0 - 18 years,Female,119,88,14
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 5,BSC,Blazer Prime,0 - 18 years,Female,121,87,19
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 6,BSC,Blazer Prime,0 - 18 years,Female,113,93,22
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 7,BSC,Blazer Prime,0 - 18 years,Female,119,88,21
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 8,BSC,Blazer Prime,0 - 18 years,Female,120,90,12
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 9,BSC,Blazer Prime,0 - 18 years,Female,121,87,14
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 10,BSC,Blazer Prime,0 - 18 years,Female,114,90,19
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 11,BSC,Blazer Prime,0 - 18 years,Female,108,89,15
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 12,BSC,Blazer Prime,0 - 18 years,Female,116,87,19
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 13,BSC,Blazer Prime,0 - 18 years,Female,123,92,20
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 14,BSC,Blazer Prime,0 - 18 years,Female,112,84,13
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 15,BSC,Blazer Prime,0 - 18 years,Female,120,88,11
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 16,BSC,Blazer Prime,0 - 18 years,Female,116,94,19
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 1,BSC,Intellanav,0 - 18 years,Female,454,194,111
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 2,BSC,Intellanav,0 - 18 years,Female,400,162,116
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 3,BSC,Intellanav,0 - 18 years,Female,421,177,126
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 4,BSC,Intellanav,0 - 18 years,Female,361,151,147
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 5,BSC,Intellanav,0 - 18 years,Female,324,126,107
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 6,BSC,Intellanav,0 - 18 years,Female,427,196,133
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 7,BSC,Intellanav,0 - 18 years,Female,377,177,107
Jan-23,Cardiac Ablation,East,Hospital Category 1,Hospital 8,BSC,Intellanav,0 - 18 years,Female,452,153,132
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 9,BSC,Intellanav,0 - 18 years,Female,382,180,112
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 10,BSC,Intellanav,0 - 18 years,Female,380,136,150
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 11,BSC,Intellanav,0 - 18 years,Female,407,185,127
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 12,BSC,Intellanav,0 - 18 years,Female,443,187,114
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 13,BSC,Intellanav,0 - 18 years,Female,435,144,110
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 14,BSC,Intellanav,0 - 18 years,Female,436,165,132
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 15,BSC,Intellanav,0 - 18 years,Female,346,128,129
Jan-23,Cardiac Ablation,East,Hospital Category 2,Hospital 16,BSC,Intellanav,0 - 18 years,Female,453,183,109
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 1,Abbott,TactiCath,0 - 18 years,Female,564,583,226
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 2,Abbott,TactiCath,0 - 18 years,Female,609,477,210
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 3,Abbott,TactiCath,0 - 18 years,Female,597,500,188
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 4,Abbott,TactiCath,0 - 18 years,Female,592,495,198
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 5,Abbott,TactiCath,0 - 18 years,Female,601,503,165
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 6,Abbott,TactiCath,0 - 18 years,Female,664,545,249
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 7,Abbott,TactiCath,0 - 18 years,Female,557,585,197
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 8,Abbott,TactiCath,0 - 18 years,Female,646,513,223
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 9,Abbott,TactiCath,0 - 18 years,Female,669,467,222
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 10,Abbott,TactiCath,0 - 18 years,Female,745,485,201
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 11,Abbott,TactiCath,0 - 18 years,Female,559,576,241
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 12,Abbott,TactiCath,0 - 18 years,Female,640,490,201
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 13,Abbott,TactiCath,0 - 18 years,Female,599,563,269
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 14,Abbott,TactiCath,0 - 18 years,Female,594,555,228
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 15,Abbott,TactiCath,0 - 18 years,Female,632,542,259
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 16,Abbott,TactiCath,0 - 18 years,Female,617,542,197
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 1,Abbott,TactiFlex,0 - 18 years,Female,114,92,12
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 2,Abbott,TactiFlex,0 - 18 years,Female,119,92,14
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 3,Abbott,TactiFlex,0 - 18 years,Female,118,90,13
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 4,Abbott,TactiFlex,0 - 18 years,Female,124,94,18
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 5,Abbott,TactiFlex,0 - 18 years,Female,124,87,13
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 6,Abbott,TactiFlex,0 - 18 years,Female,120,89,20
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 7,Abbott,TactiFlex,0 - 18 years,Female,119,88,19
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 8,Abbott,TactiFlex,0 - 18 years,Female,130,90,21
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 9,Abbott,TactiFlex,0 - 18 years,Female,114,89,19
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 10,Abbott,TactiFlex,0 - 18 years,Female,132,87,21
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 11,Abbott,TactiFlex,0 - 18 years,Female,124,94,11
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 12,Abbott,TactiFlex,0 - 18 years,Female,116,94,11
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 13,Abbott,TactiFlex,0 - 18 years,Female,128,92,20
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 14,Abbott,TactiFlex,0 - 18 years,Female,130,97,11
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 15,Abbott,TactiFlex,0 - 18 years,Female,121,87,15
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 16,Abbott,TactiFlex,0 - 18 years,Female,116,91,13
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 1,Biosense,Thermocool,0 - 18 years,Female,1463,928,514
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 2,Biosense,Thermocool,0 - 18 years,Female,1492,935,457
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 3,Biosense,Thermocool,0 - 18 years,Female,1112,919,501
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 4,Biosense,Thermocool,0 - 18 years,Female,1254,866,471
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 5,Biosense,Thermocool,0 - 18 years,Female,1168,942,563
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 6,Biosense,Thermocool,0 - 18 years,Female,1356,941,510
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 7,Biosense,Thermocool,0 - 18 years,Female,1196,923,455
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 8,Biosense,Thermocool,0 - 18 years,Female,1138,958,507
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 9,Biosense,Thermocool,0 - 18 years,Female,1482,863,542
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 10,Biosense,Thermocool,0 - 18 years,Female,1308,860,478
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 11,Biosense,Thermocool,0 - 18 years,Female,1496,960,447
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 12,Biosense,Thermocool,0 - 18 years,Female,1448,960,556
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 13,Biosense,Thermocool,0 - 18 years,Female,1340,945,533
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 14,Biosense,Thermocool,0 - 18 years,Female,1292,921,535
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 15,Biosense,Thermocool,0 - 18 years,Female,1276,864,550
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 16,Biosense,Thermocool,0 - 18 years,Female,1512,956,456
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 1,Biosense,Navistar,0 - 18 years,Female,216,109,124
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 2,Biosense,Navistar,0 - 18 years,Female,200,115,113
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 3,Biosense,Navistar,0 - 18 years,Female,206,119,118
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 4,Biosense,Navistar,0 - 18 years,Female,211,108,124
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 5,Biosense,Navistar,0 - 18 years,Female,223,118,112
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 6,Biosense,Navistar,0 - 18 years,Female,240,111,128
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 7,Biosense,Navistar,0 - 18 years,Female,224,111,128
Feb-23,Cardiac Ablation,East,Hospital Category 1,Hospital 8,Biosense,Navistar,0 - 18 years,Female,208,115,118
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 9,Biosense,Navistar,0 - 18 years,Female,220,122,129
Feb-23,Cardiac Ablation,East,Hospital Category 2,Hospital 10,Biosense,Navistar,0 - 18 years,Female,219,108,124
